Job_Title,Job Title Full,Job Position Level,Years of Experience,Job_Skills,Job Location,Company Industry,Company Size
data engineer,data engineer,mid-senior level,4,"['datalake', 'agile', 'sql', 'hadoop', 'python', 'alteryx', 'bash', 'word', 'programming', 'microsoft', 'excel', 'etl']",united states24,nan,
business analyst,jr business analyst with security clearance,entry level,2,['database'],"washington, dc4",nan,
data scientist,senior data scientist,mid-senior level,5,"['machine learning', 'sql', 'python']","new york, united states",staffing & recruiting,51-200 employees
data engineer,data engineer,mid-senior level,0,"['powershell', 'warehousing', 'java', 'sql', 'hadoop', 'perl', 'programming', 'spark', 'python', 'etl']",united states,nan,
devops engineer,"senior devops engineer, data",mid-senior level,5,"['git', 'agile', 'amazon web services', 'sql', 'linux', 'machine learning', 'cloud computing', 'devops', 'ci-cd', 'no-sql']","burlington, ma",nan,
business analyst,senior business analyst,mid-senior level,5,['agile'],"fort wayne, in",nan,
software engineer,software engineer,entry level,0,"['scala', 'java', 'nlp', 'c++', 'hadoop', 'machine learning', 'programming', 'spark', 'python']",united states8,nan,
user experience researcher,senior user experience researcher,mid-senior level,3,['agile'],"ohio, united states1",nan,
data engineer,senior data engineer,mid-senior level,7,"['powerbi', 'bitbucket', 'jira software', 'amazon web services', 'sql', 'scrum', 'python', 'ci-cd', 'cloud computing', 'microsoft azure', 'git', 'javascript', 'tableau', 'docker', 'agile', 'alteryx', 'json', 'kanban', 'database', 'snowflake']",united states13,nan,
business analyst,senior business analyst,mid-senior level,5,"['jira software', 'agile', 'amazon web services', 'scrum', 'cloud computing']",washington dc-baltimore area39,nan,
product manager,google or adobe analytics product manager,mid-senior level,6,"['gdpr', 'tableau']","omaha, ne",nan,
data engineer,senior data engineer,mid-senior level,6,"['cloud computing', 'microsoft azure', 'amazon web services']","redmond, wa",nan,
digital analyst,senior digital analyst,associate,5,"['jquery', 'html', 'javascript']",united states4,nan,
business process analyst,business process analyst,mid-senior level,5,"['scrum', 'agile']","arizona, united states3",nan,
software engineer,"senior software engineer, data",mid-senior level,4,"['slack', 'scala', 'agile', 'java', 'powerbi', 'amazon web services', 'apache airflow', 'sql', 'hadoop', 'spark', 'css', 'docker', 'python', 'ci-cd']",united states2,nan,
software engineer,lead software engineer,mid-senior level,8,"['postgresql', 'java', 'ruby', 'database', 'python']","san francisco, ca3",nan,
senior analyst,"senior analyst, data",associate,3,"['nuix', 'microsoft', 'sql']","new jersey, united states1",nan,
data analyst,data analyst,associate,4,"['powerbi', 'coding', 'sql', 'powerpoint']",dallas-fort worth metroplex,information technology & services,"1,001-5,000 employees"
software engineer,software engineer cloud migration,entry level,2,"['powershell', 'docker', 'go', 'linux', 'cloud computing', 'devops', 'python']","seattle, wa3",nan,
software engineer,software engineer,associate,3,"['docker', 'c++', 'saas', 'devops', 'backend', 'r']",united states,staffing & recruiting,"1,001-5,000 employees"
senior analyst,treasury senior analyst,mid-senior level,4,['oracle'],united states27,nan,
software engineer,"staff software engineer, data management applications",associate,4,"['cloud computing', 'ruby', 'agile']",united states,nan,
data analyst,data analyst,entry level,1,"['postgresql', 'looker', 'powerbi', 'sql', 'go', 'machine learning', 'tableau', 'database', 'snowflake', 'etl']","portland, or31",nan,
developer,salesforce developer,entry level,0,"['amazon web services', 'dart', 'pascal', 'kotlin', 'python', 'r', 'java', 'c++', 'go', 'cloud computing', 'ruby', 'php', 'javascript', 'perl', 'programming', 'coding', 'swift', 'scala', 'devops', 'matlab']","new york, ny",information technology & services,51-200 employees
business analyst,technical business analyst,associate,5,"['json', 'programming']",united states4,nan,
data analyst,"crop protection data analyst, remote",entry level,2,"['database', 'ai/ml', 'excel']",topeka metropolitan area8,nan,
software engineer,senior devops software engineer,associate,5,"['powershell', 'jira software', 'agile', 'git', 'oracle', 'go', 'linux', 'programming', 'cloud computing', 'database', 'devops', 'python', 'ci-cd']",united states3,nan,
data engineer,senior data engineer,mid-senior level,5,"['cloud computing', 'microsoft azure', 'amazon web services']","chapel hill, nc",nan,
data analyst,product data analyst,associate,5,"['sql', 'python', 'r']","los angeles, ca8",nan,
software engineer,support software engineer,mid-senior level,9,"['redis', 'postgresql', 'amazon web services', 'saas', 'ruby']","durham, nc",nan,
data engineer,senior data engineer,mid-senior level,6,"['amazon web services', 'sql', 'kotlin', 'machine learning', 'google cloud platform', 'python', 'java', 'c++', 'machine learning', 'cloud computing', 'microsoft azure', 'programming', 'spark', 'coding', 'scala', 'hadoop', 'data_lakes', 'rust', 'snowflake', 'no-sql']",louisville metropolitan area3,nan,
product manager,"lead product manager, ml credit",mid-senior level,4,"['machine learning', 'machine learning']","philadelphia, pa",nan,
software engineer,software engineer,mid-senior level,7,"['agile', 'frontend', 'c++', 'javascript', 'scrum', 'programming', 'kanban', 'coding', 'excel']","kansas city, mo1",nan,
quality assurance analyst,entry level quality assurance analyst,entry level,1,"['devops', 'scrum', 'microsoft azure', 'agile']","hartford, ct62",nan,
software engineer,software engineer,entry level,2,"['scala', 'agile', 'java', 'amazon web services', 'postgresql', 'sql', 'scrum', 'linux', 'apache http server', 'spark', 'coding', 'snowflake', 'python']","boston, ma24",nan,
ux researcher,ux researcher,associate,3,['cloud computing'],"palo alto, ca6",nan,
software engineer,senior software engineer,mid-senior level,6,"['cloud computing', 'java', 'amazon web services']","atlanta, ga2",nan,
developer,c#/.net developer with cloud,mid-senior level,9,"['devops', 'microsoft azure', 'amazon web services', 'backend', 'c++', 'server', 'cloud computing', 'coding']",miami-fort lauderdale area18,nan,
data engineer,big data engineer-remote,mid-senior level,4,"['devops', 'mysql', 'scala', 'agile', 'java', 'amazon web services', 'apache airflow', 'machine learning', 'spark', 'database', 'mongodb', 'amazon redshift', 'python', 'r', 'postgresql']","madison, wi2",nan,
system engineer,advisor system engineer,entry level,1,['programming'],"jewett city, ct",nan,
marketing analyst,digital marketing analyst- social media,associate,5,"['microsoft', 'tableau']","cincinnati, oh22",nan,
business analyst,lead business analyst,mid-senior level,4,"['artificial intelligence', 'machine learning', 'datalake', 'tableau']",united states4,nan,
product manager,google or adobe analytics product manager,mid-senior level,5,"['gdpr', 'tableau']","oklahoma city, ok",nan,
software engineer,"software engineer, integration engineering",entry level,2,"['slack', 'mysql', 'jira software', 'amazon web services', 'server', 'ruby']",united states1,nan,
data engineer,data engineer,mid-senior level,8,"['microsoft azure', 'amazon web services', 'go', 'apache http server', 'cloud computing', 'docker', 'no-sql']","creve coeur, mo",staffing & recruiting,"1,001-5,000 employees"
data engineer,data engineer,mid-senior level,2,"['rshiny', 'scala', 'agile', 'java', 'amazon web services', 'css', 'sql', 'hadoop', 'javascript', 'alteryx', 'apache http server', 'html', 'machine learning', 'spark', 'cloud computing', 'google cloud platform', 'python', 'r']","dearborn, mi46",nan,
software engineer,software engineer,mid-senior level,5,"['mysql', 'agile', 'java', 'no-sql', 'sql', 'javascript', 'cloud computing', 'database', 'mongodb', 'postgresql']","michigan, united states",nan,
developer,swift developer,mid-senior level,8,[],"chattanooga, tn",nan,
quality assurance analyst,associate software quality assurance analyst,entry level,2,"['github', 'jira software', 'git', 'agile', 'cloud computing']","minneapolis, mn21",nan,
senior analyst,"senior analyst, business systems",associate,3,['backend'],"chicago, il",nan,
business analyst,aem lead business analyst,associate,5,['agile'],"houston, tx1",nan,
software engineer,senior software engineer,mid-senior level,5,"['git', 'apache airflow', 'node.js', 'javascript', 'sas', 'html', 'css', 'jquery', 'devops', 'microsoft', 'python', 'ci-cd']","houston, tx1",nan,
data engineer,lead data engineer,mid-senior level,7,"['docker', 'amazon web services', 'sql', 'machine learning', 'backend']",united states,staffing & recruiting,201-500 employees
business analyst,business analyst,associate,3,"['database', 'json', 'xml', 'sql']","new york, ny8",nan,
business analyst,business analyst,associate,2,"['cloud computing', 'scrum', 'agile', 'ibm']",united states44,nan,
data scientist,data scientist,mid-senior level,5,[],"portland, or",nan,
developer,swift developer,mid-senior level,5,[],"victoria, ks1",nan,
data analyst,data analyst,associate,4,"['macros', 'sql', 'mssql', 'sql', 'excel']","philadelphia, pa24",nan,
data engineer,data engineer,mid-senior level,3,"['github', 'jira software', 'amazon web services', 'sql', 'apache http server', 'machine learning', 'python', 'java', 'machine learning', 'amazon redshift', 'powershell', 'microsoft azure', 'git', 'programming', 'spark', 'etl', 'scala', 'datalake', 'agile', 'powerbi', 'linux']","hartford county, ct27",nan,
compliance engineer,"messaging experience , compliance engineer",mid-senior level,4,"['cloud computing', 'gdpr']","jersey city, nj",nan,
business analyst,business analyst,associate,4,"['powerpoint', 'agile', 'scrum', 'spreadsheet', 'database', 'microsoft', 'word']",united states16,nan,
software engineer,remote lead software engineer,mid-senior level,8,"['php', 'java', 'c++', 'perl', 'bash', 'linux', 'programming', 'python']","westminster, co1",nan,
data analyst,seniorbusiness data analyst,mid-senior level,6,[],"columbus, ohio metropolitan area56",nan,
software engineer,"software engineer, data security",mid-senior level,6,[],united states7,nan,
business analyst,business analyst,associate,3,"['microsoft azure', 'jira software', 'agile', 'amazon web services', 'go', 'kanban', 'scrum', 'cloud computing']",united states1,nan,
data scientist,data scientist,mid-senior level,7,[],"san jose, ca2",nan,
data engineer,senior data engineer,mid-senior level,6,"['scala', 'amazon web services', 'artificial intelligence', 'saas', 'spark', 'pyspark', 'r']","salt lake city, ut1",nan,
software engineer,"senior software engineer, payroll",associate,4,"['cloud computing', 'ruby', 'terminal']","st louis, mo2",nan,
software developer,software developer  with security clearance,entry level,2,"['mysql', 'agile', 'oracle', 'java', 'css', 'cloud computing', 'database', 'docker', 'ci-cd', 'postgresql']","mclean, va",nan,
software engineer,software engineer,entry level,1,"['xml', 'agile', 'oracle', 'java', 'sql', 'javascript', 'coding', 'json', 'linux', 'emberjs', 'database', 'backend']",united states27,nan,
software engineer,software engineer ii,entry level,2,"['github', 'scala', 'agile', 'java', 'sql', 'node.js', 'html', 'javascript', 'scrum', 'docker', 'backend', 'ci-cd', 'no-sql']","portland, or1",nan,
data engineer,senior data engineer,mid-senior level,7,"['cloud computing', 'microsoft azure', 'amazon web services']","overland park, ks",nan,
ux researcher,ux researcher,mid-senior level,4,['excel'],"memphis, tn",nan,
data engineer,data engineering manager,director,6,"['mysql', 'postgresql', 'amazon web services', 'sql', 'cloud computing', 'database', 'amazon redshift', 'no-sql']",united states16,nan,
business intelligence analyst,business intelligence analyst,associate,3,"['database', 'python', 'tableau']","massachusetts, united states66",nan,
software engineer,software engineer,mid-senior level,7,"['amazon web services', 'artificial intelligence', 'javascript', 'linux', 'cloud computing', 'database', 'python', 'ci-cd']",united states6,nan,
software development engineer,"software development engineer , trilogy",mid-senior level,5,"['cloud computing', 'coding', 'artificial intelligence', 'machine learning']","austin, tx21",nan,
software engineer,software engineer,entry level,1,"['microsoft azure', 'amazon web services', 'datadog', 'go', 'server', 'google cloud platform', 'python']","atlanta, ga9",nan,
data architect,senior data modeler/ data architect-with healthcare experience,mid-senior level,7,"['etl', 'sql', 'datalake', 'ibm']","wilmington, de3",nan,
software engineer,software engineer,entry level,1,"['mysql', 'microsoft azure', 'java', 'amazon web services', 'artificial intelligence', 'frontend', 'sql', 'machine learning', 'cloud computing', 'database', 'backend', 'google cloud platform']","santa clara, ca8",nan,
developer,solr developer,mid-senior level,2,"['java', 'splunk']","st petersburg, fl1",nan,
business analyst,senior engagement business analyst,mid-senior level,5,[],"norwalk, ct9",nan,
